Value	Annotation	Predicted	Residual
6.666666666666667	sugar ABC transporter, ATP-binding protein	12.653936234971287	121.01273043169537
409.6666666666667	aminomethyl transferase family protein	367.0297996411929	-320.3631329745262
118.33333333333333	aerobic glycerol-3-phosphate dehydrogenase	110.84741368830812	117.48591964502522
152.33333333333334	phenylacetic acid degradation protein PaaZ	140.74512921141368	-98.41179587808034
70.66666666666667	L-lactate dehydrogenase, putative	68.93198898434643	130.40134434898692
22.333333333333332	branched-chain amino acid ABC transporter, periplasmic substrate-binding protein	26.43033456424541	157.90299876908793
131.33333333333334	chaperonin, 10 kDa	122.27889315302495	173.38777351364172
1379.0	chaperonin, 60 kDa	1219.4078069077707	101.92552642556257
189.0	sulfate adenylyltransferase	172.98776359907652	207.3455697342568
291.6666666666667	carbamoyl-phosphate synthase, large subunit	263.26713988453247	207.73286011546753
171.66666666666666	aspartyl-tRNA synthetase	157.74579097945406	97.9208756872126
62.666666666666664	phosphomannomutase/phosphoglucomutase	61.89723239067453	103.43610094265881
106.66666666666667	hypothetical protein	100.58839365586995	226.07827301079675
178.33333333333334	prolyl-tRNA synthetase	163.60808814084731	120.725245192486
499.6666666666667	pyruvate carboxylase	446.1708113200017	501.8291886799983
20.666666666666668	oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	24.9647602738971	98.36857305943623
196.33333333333334	hypothetical protein	179.4362904766091	-162.76962380994243
117.66666666666667	polyphosphate kinase 2	110.2611839721688	-103.92785063883547
70.33333333333333	thymidylate synthase, flavin-dependent	68.63887412627676	97.36112587372324
174.0	cold shock family protein	159.7975949859417	99.86907168072497
251.66666666666666	phasin, PhaP	228.09335691617298	417.57330975049365
26.0	hypothetical protein	29.654598003011696	114.01206866365496
102.0	ketol-acid reductoisomerase	96.48478564289468	278.5152143571053
25.333333333333332	tyrosinase domain protein	29.06836828687237	114.59829837979429
102.66666666666667	L-carnitine dehydrogenase	97.071015359034	-94.071015359034
9.0	TRAP dicarboxylate transporter, DctP subunit, putative	14.705740241458923	106.29425975854107
106.0	peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein	100.00216393973062	422.33116939360275
115.33333333333333	citrate lyase, putative	108.20937996568115	-101.20937996568115
16.333333333333332	oligopeptide/dipeptide ABC transporter, ATP-binding protein	21.15426711899149	111.8457328810085
80.33333333333333	oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein	77.43231986836662	166.23434679830004
254.33333333333334	glutamate dehydrogenase	230.4382757807303	167.2283908859364
20.333333333333332	3-hydroxybenzoate/3,4-dihydroxybenzoate TRAP transporter solute-binding protein	24.671645415827435	94.6616879175059
168.0	pyridine nucleotide-disulfide oxidoreductase family protein	154.5215275406878	-104.5215275406878
170.0	dihydroorotate dehydrogenase family protein	156.28021668910577	-121.28021668910577
66.66666666666667	ABC transporter, periplasmic substrate-binding protein	65.41461068751049	87.91872264582285
60.333333333333336	acetyl-coenzyme A synthetase	59.8454283841869	122.1545716158131
51.666666666666664	twin-arginine translocation pathway signal sequence domain protein	52.22444207437569	246.44222459229098
127.33333333333333	metFprotein-like protein	118.761514856189	-117.761514856189
330.0	pyruvate ferredoxin/flavodoxin oxidoreductase family protein	296.9753485625436	-200.97534856254362
111.66666666666667	branched-chain amino acid ABC transporter, periplasmic substrate-binding protein	104.98511652691488	161.34821680641843
212.33333333333334	alanyl-tRNA synthetase	193.50580366395286	101.49419633604714
64.33333333333333	glucose-6-phosphate isomerase	63.362806681022846	113.9705266523105
8.666666666666666	nitrogen regulation protein NtrC	14.41262538338926	144.58737461661073
134.0	trimethylamine methyltransferase family protein	124.62381201758224	-124.29047868424891
189.33333333333334	no change	173.28087845714617	-167.94754512381283
1044.3333333333333	outer membrane protein, putative	925.1204894058296	-426.12048940582963
227.66666666666666	citrate synthase I	206.98908713515732	112.344246198176
222.0	TRAP transporter solute receptor, TAXI family	202.00613454797306	351.99386545202697
156.33333333333334	BNR/Asp-box repeat domain protein	144.26250750824963	132.0708258250837
204.66666666666666	UvrABC system protein A	186.76416192835063	-163.4308285950173
145.66666666666666	pyruvate dehydrogenase complex, E3 component, lipoamide dehydrogenase, putative	134.88283205002043	127.45050128331289
229.33333333333334	peptidyl-prolyl cis-trans isomerase, cyclophilin-type	208.45466142550563	106.87867190782768
144.33333333333334	pyruvate dehydrogenase complex, E1 component, alpha subunit	133.7103726177418	171.62296071559152
129.0	pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase	120.22708914653731	121.77291085346269
194.66666666666666	trigger factor	177.97071618626074	264.36261714707257
773.6666666666666	hypothetical protein	687.111224653264	-652.4445579865974
34.333333333333336	nitrogen regulatory protein P-II	36.98246945475325	111.01753054524676
231.33333333333334	glutamine synthetase, type I	210.2133505739236	553.1199827594098
142.0	adenylosuccinate lyase	131.65856861125414	126.34143138874586
171.0	aconitate hydratase 1	157.15956126331474	290.84043873668526
86.66666666666667	seryl-tRNA synthetase	83.00150217169022	126.66516449497644
160.66666666666666	transporter, AcrB/AcrD/AcrF family	148.0730006631552	-143.73966732982186
174.33333333333334	superoxide dismutase, Fe	160.09070984401137	92.57595682265529
379.3333333333333	sarcosine oxidase, alpha subunit family	340.3563475568536	-146.35634755685362
103.66666666666667	cytosol aminopeptidase	97.95035993324299	100.71630673342366
69.66666666666667	bacterial extracellular solute-binding protein, family 7	68.05264441013745	785.280688923196
394.3333333333333	ATP-dependent protease La	353.5465161699884	-292.87984950332174
611.3333333333334	NADH-dependent flavin oxidoreductase, Oye family	544.3642887733386	-392.0309554400052
24.0	protease, S2 family	27.89590885459372	189.43742447873962
108.66666666666667	LysM domain/M23/M37 peptidase	102.34708280428792	94.31958386237874
269.3333333333333	peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein	243.62844439386507	340.70488893946833
122.33333333333333	CobW	114.36479198514407	-93.6981253184774
38.666666666666664	Ser/Thr protein phosphatase/nucleotidase, putative	40.79296260965886	94.8737040570078
120.66666666666667	malate dehydrogenase	112.89921769479577	174.43411563853755
180.33333333333334	peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein	165.3667772892653	156.96655604406803
16.0	LysM/phospholipid-binding domain protein	20.861152260921827	114.47218107241152
249.0	bifunctional PutA protein	225.7484380516157	-194.08177138494904
318.3333333333333	hypothetical protein	286.71632853010544	-257.38299519677213
90.0	glucose-6-phosphate 1-dehydrogenase	85.93265075238683	110.06734924761317
327.0	formate--tetrahydrofolate ligase	294.33731483991664	-153.33731483991664
489.0	ATP synthase F1, alpha subunit	436.7911358617725	240.2088641382275
345.0	ATP-dependent Clp protease, ATP-binding subunit ClpA	310.1655171756784	-292.8321838423451
233.0	ribosomal protein S4	211.67892486427192	131.32107513572808
213.33333333333334	ribonucleoside-diphosphate reductase, putative	194.38514823816186	-104.38514823816186
281.6666666666667	ATP-dependent Clp protease, ATP-binding subunit ClpB	254.4736941424426	-125.14036080910927
47.0	dihydroxy-acid dehydratase	48.120834061400416	97.54583260526624
165.33333333333334	D-3-phosphoglycerate dehydrogenase	152.17660867613048	345.15672465720286
143.66666666666666	Manganese ABC transporter, ATP-binding protein	133.12414290160245	-129.4574762349358
204.0	Manganese ABC transporter, periplasmic protein	186.17793221221132	-185.17793221221132
1230.6666666666667	outer membrane porin	1088.971695066771	-270.97169506677096
45.666666666666664	putrescine ABC transporter, periplasmic putrescine-binding protein	46.94837462912176	93.05162537087824
105.33333333333333	polyamine ABC transporter periplasmic binding protein	99.4159342235913	269.2507324430754
1480.0	translation elongation factor Tu	1308.2216089028784	281.4450577637883
854.3333333333334	DNA-directed RNA polymerase, beta' subunit	758.0450203061223	-107.37835363945567
78.0	ribosomal protein L7/L12	75.38051586187899	98.61948413812101
116.0	pyruvate kinase	108.79560968182048	112.87105698484618
191.33333333333334	type I secretion target repeat protein	175.03956760556414	-114.7062342722308
137.0	aspartate-semialdehyde dehydrogenase	127.2618457402092	125.40482092645746
56.333333333333336	DNA-binding protein HU	56.32805008735096	140.67194991264904
273.0	glutamate synthase, large subunit	246.85270783263138	118.48062550070193
373.6666666666667	oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein	335.3733949696694	-227.04006163633608
112.33333333333333	oligopeptide/dipeptide ABC transporter, ATP-binding protein	105.5713462430542	-99.90467957638752
30.0	hypothetical protein	33.17197629984764	110.1613570334857
220.66666666666666	adenosylhomocysteinase	200.8336751156944	102.1663248843056
157.66666666666666	Unknown	145.43496694052826	262.5650330594717
164.0	Unknown	151.00414924385183	155.3291840894815
193.66666666666666	Unknown	177.09137161205177	110.90862838794823
59.666666666666664	Unknown	59.259198668047574	96.40746799861908
95.66666666666667	Unknown	90.91560333957109	165.7510633270956
333.6666666666667	Unknown	300.1996120013099	374.4670546653567
95.66666666666667	Unknown	90.91560333957109	122.41772999376225
243.33333333333334	Unknown	220.76548546443146	-207.43215213109812
550.3333333333334	Unknown	490.7242697465904	-152.39093641325707
176.66666666666666	Unknown	162.142513850499	94.19081948283431
18.666666666666668	Unknown	23.206071125479127	112.79392887452087
107.33333333333333	Unknown	101.17462337200926	87.82537662799074
0.0	Unknown	6.791639073578043	210.20836092642196
