Value	Annotation	Predicted	Residual
148.10468408614616	bifunctional PutA protein	144.9077826164461	107.32001098152281
149.75029168710333	inositol-1-monophosphatase, putative	146.50584975774098	-55.6768317150989
58.5836305940756	hypothetical protein	57.972930130005174	264.4869666384825
258.03127183008576	formate--tetrahydrofolate ligase	251.65866765494346	79.58024200985912
288.63957320788927	ATP-dependent metalloprotease FtsH	281.38271648302805	57.28458870942546
500.2647106909826	ATP synthase F1, beta subunit	486.8941508535484	204.95959624449478
150.73765624767765	ATP synthase F1, gamma subunit	147.4646900425179	59.17976736304698
346.8940822817735	ATP synthase F1, alpha subunit	337.9542932848665	157.3846266725905
245.52465406281118	ATP-dependent Clp protease, ATP-binding subunit ClpA	239.51335738110242	109.9588867606617
124.40793463236278	ATP-dependent Clp protease, ATP-binding subunit ClpB	121.89561578179999	163.42230334843262
213.59986660424192	ferric iron ABC transporter, periplasmic ferric iron-binding protein	208.51085483998196	-200.74480497016498
100.7111851785794	D-3-phosphoglycerate dehydrogenase	98.88344894715385	68.59310476716018
49.368228028715386	Manganese ABC transporter, ATP-binding protein	49.02375413875389	96.50526733477302
99.72382061800509	Manganese ABC transporter, periplasmic protein	97.92460866237693	108.71984874318795
1112.4307382470536	outer membrane porin	1081.3751274152403	165.24470386146822
172.130555060121	polyamine ABC transporter periplasmic binding protein	168.2395628793512	-61.54079075490921
1261.1936653735825	translation elongation factor Tu	1225.8403969882963	273.344882228547
716.4975494567559	DNA-directed RNA polymerase, beta' subunit	696.8801732196943	168.52790575165022
669.7622935895722	DNA-directed RNA polymerase, beta subunit	651.4950664069202	153.47288531671813
160.61130185342074	ribosomal protein L7/L12	157.05309289028713	-78.0419768234535
54.63417235177837	universal stress protein family protein	54.137568990897485	123.46861498839522
13.164860807657439	oxygen-independent coproporphyrinogen III oxidase	13.866277030266746	62.7812586414052
31.59566593837785	translation elongation factor G, putative	31.76462901276929	91.47920587780453
150.0794132072948	OmpA domain protein	146.82546318599998	71.97455053753933
97.74909149685647	2,4-dienoyl-CoA reductase	96.00692809282307	58.63876061918461
119.47111182949124	peptidoglycan-binding protein, putative	117.10141435791536	54.426991462390134
86.88808133053908	cold shock protein CspA	85.45968496027695	-61.823881008660045
222.15702612921925	glutamate synthase, large subunit	216.82080397471526	59.71810225920245
659.230404943446	oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein	641.2674367026327	-262.75691913459633
212.61250204366763	transcription termination factor Rho	207.55201455520506	70.67516338954243
0.0	Heat shock protein	1.081739899907781	62.05962208512594
109.26834470355674	Unknown	107.19339808188718	58.932538263763036
305.4247707376525	Unknown	297.6830013242357	-101.50582852581547
462.41573586896743	Unknown	450.13860660376633	85.71883441360535
493.6822802871539	Unknown	480.50188228836896	-234.01421250722132
