Value	Annotation	Predicted	Residual
232.30618741017756	peptidyl-prolyl cis-trans isomerase, cyclophilin-type	175.75508980928112	90.11297925122159
146.20433015785883	pyruvate dehydrogenase complex, E1 component, alpha subunit	112.7356826043529	144.7010523421804
130.67223041822484	pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase	101.36747581444426	102.67080974361598
197.19013582491812	trigger factor	150.05305706687898	222.8929552410355
783.6957281671831	hypothetical protein	579.3264308510368	-550.0978059226094
34.77839724309344	nitrogen regulatory protein P-II	31.181155633269345	93.60258925347824
234.33211346317324	glutamine synthetase, type I	177.2378993905735	466.3539379757599
143.84074976269713	adenylosuccinate lyase	111.00573809284505	106.52268204756628
173.21667753113528	aconitate hydratase 1	132.50647702158525	245.2172912842453
87.79012896314848	seryl-tRNA synthetase	69.98133967708787	106.79563224580454
162.74939292399065	transporter, AcrB/AcrD/AcrF family	124.84529418490773	-121.1917160688543
176.59322095279484	superoxide dismutase, Fe	134.97782632373932	78.05388228922163
384.25064138485754	sarcosine oxidase, alpha subunit family	286.9658084062131	-123.39792659520614
105.01050041361222	cytosol aminopeptidase	82.58522111807352	84.91728327945253
70.56975751268475	bacterial extracellular solute-binding protein, family 7	57.37745823610224	662.0963861559559
399.4450867823256	ATP-dependent protease La	298.08688026590636	-246.93678664115848
619.2580635323627	NADH-dependent flavin oxidoreductase, Oye family	458.97171983613475	-330.53439683333374
24.31111263594881	protease, S2 family	23.5199727965918	159.7210219470105
110.07531554610156	LysM domain/M23/M37 peptidase	86.29224507130459	79.52399250342756
272.8247084700922	peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein	205.41128143512964	287.25967529115087
123.91914357490573	CobW	96.42477721013617	-79.00002004126601
39.167903691250864	Ser/Thr protein phosphatase/nucleotidase, putative	34.39390972606961	79.99118975344902
122.23087186407597	malate dehydrogenase	95.18910255905917	147.07123098232918
182.67099911178204	peptide/nickel/opine uptake family ABC transporter, periplasmic substrate-binding protein	139.4262550676166	132.34374787266475
16.207408423965873	LysM/phospholipid-binding domain protein	17.58873447142209	96.5153205376309
252.2277935979689	bifunctional PutA protein	190.33605069198995	-163.63682599775342
322.4598967684877	hypothetical protein	241.74011617679412	-217.00820277581713
91.16667238480804	glucose-6-phosphate 1-dehydrogenase	72.45268897924193	92.80145965455894
331.2389096648026	formate--tetrahydrofolate ligase	248.16562436239468	-129.2838133554257
495.338919957457	ATP synthase F1, alpha subunit	368.27320044708125	202.52811906864935
349.4722441417641	ATP-dependent Clp protease, ATP-binding subunit ClpA	261.5109105940265	-246.89659812981282
236.020385174003	ribosomal protein S4	178.4735740416505	110.72118606750101
216.09877898621167	ribonucleoside-diphosphate reductase, putative	163.89261315894166	-88.01060613321677
285.3179191302326	ATP-dependent Clp protease, ATP-binding subunit ClpB	214.55527385309964	-105.5100193124283
47.609262245399755	dihydroxy-acid dehydratase	40.57228298145472	82.24415061203332
167.47655371431404	D-3-phosphoglycerate dehydrogenase	128.3051832079234	291.01316672682304
145.5290214735269	Manganese ABC transporter, ATP-binding protein	112.24141274392208	-109.14992356879996
206.64445740556488	Manganese ABC transporter, periplasmic protein	156.9728351129103	-156.12970170151337
1246.6198312767085	outer membrane porin	918.1484201763567	-228.46528965365724
46.25864487673593	putrescine ABC transporter, periplasmic putrescine-binding protein	39.583743260593096	78.45493433497894
106.698772124442	polyamine ABC transporter periplasmic binding protein	83.82089576915054	227.0142885658559
1499.1852792168434	translation elongation factor Tu	1103.0053479774795	237.29573167319472
865.4080789713445	DNA-directed RNA polymerase, beta' subunit	639.1330839631648	-90.53427761422051
79.01111606683364	ribosomal protein L7/L12	63.55583149148735	83.14938209158076
117.50371107375258	pyruvate kinase	91.72921353604349	95.16535932361225
193.81359240325858	type I secretion target repeat protein	147.58170776472497	-96.71265861044273
138.7759346302078	aspartate-semialdehyde dehydrogenase	107.29871413961398	105.73299447334698
57.06358382604652	DNA-binding protein HU	47.49206102748606	118.60522101771174
276.5389062339177	glutamate synthase, large subunit	208.12976566749907	99.89497396285086
378.5105175680364	oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein	282.7645145925513	-191.42506169121577
113.78951330992706	oligopeptide/dipeptide ABC transporter, ATP-binding protein	89.01072930367403	-84.23297330575801
30.38889079493601	hypothetical protein	27.968401540469085	92.88072075975944
223.52717451386266	adenosylhomocysteinase	169.32958162368055	86.13984202959321
159.71050384449703	Unknown	122.62107981296906	221.37735203698372
166.12593634565022	Unknown	127.31664348706177	130.9632248708685
196.17717279842023	Unknown	149.31165227623276	93.51077020608687
60.44012724770607	Unknown	49.9634103296401	81.28435737781739
96.90679620162929	Unknown	76.65398279290382	139.75025946564494
337.9919965081217	Unknown	253.10832296670276	315.7256852557682
96.90679620162929	Unknown	76.65398279290382	103.21447830511072
246.48766978114764	Unknown	186.13475687832806	-174.89297805970216
557.4673189159929	Unknown	413.74602760671576	-128.48589008408334
178.9568013479565	Unknown	136.70777083524715	79.41542695283593
18.90864316129352	Unknown	19.565813913145327	95.10033003683895
108.72469817743773	Unknown	85.30370535044297	74.0485094035793
0.0	Unknown	5.726257821082665	177.23369245205402
